"Command","Description","URL"
"btree(3)","btree database access method","./man3/btree.3.html"
"btreplay(8)","recreate IO loads recorded by blktrace","./man8/btreplay.8.html"
"btrfs-convert(8)","convert ext2/3/4 to btrfs.","./man8/btrfs-convert.8.html"
"btrfs-debug-tree(8)","dump Btrfs filesystem metadata into stdout.","./man8/btrfs-debug-tree.8.html"
"btrfs-find-root(8)","filter to find btrfs root.","./man8/btrfs-find-root.8.html"
"btrfs-image(8)","create/restore an image of the filesystem","./man8/btrfs-image.8.html"
"btrfs-map-logical(8)","map btrfs logical extent to physical extent","./man8/btrfs-map-logical.8.html"
"btrfs-show-super(8)","show btrfs superblock information stored in devices","./man8/btrfs-show-super.8.html"
"btrfs-show(8)","scan the /dev directory for btrfs partitions and print results.","./man8/btrfs-show.8.html"
"btrfs-zero-log(8)","clear out log tree.","./man8/btrfs-zero-log.8.html"
"btrfs(8)","control a btrfs filesystem","./man8/btrfs.8.html"
"btrfsck(8)","check and repair of a Btrfs filesystem","./man8/btrfsck.8.html"
"btrfsctl(8)","control a btrfs filesystem","./man8/btrfsctl.8.html"
"btrfstune(8)","tune various filesystem parameters.","./man8/btrfstune.8.html"
"btt(1)","analyse block i/o traces produces by blktrace","./man1/btt.1.html"
"busctl(1)","Introspect the bus","./man1/busctl.1.html"
"byteorder(3)","convert values between host and network byte order","./man3/byteorder.3.html"
"bzero(3)","write zero-valued bytes","./man3/bzero.3.html"
"c++filt(1)","Demangle C++ and Java symbols.","./man1/c++filt.1.html"
"cabs(3)","absolute value of a complex number","./man3/cabs.3.html"
"cabsf(3)","absolute value of a complex number","./man3/cabsf.3.html"
"cabsl(3)","absolute value of a complex number","./man3/cabsl.3.html"
"cacheflush(2)","flush contents of instruction and/or data cache","./man2/cacheflush.2.html"
"cacos(3)","complex arc cosine","./man3/cacos.3.html"
"cacosf(3)","complex arc cosine","./man3/cacosf.3.html"
"cacosh(3)","complex arc hyperbolic cosine","./man3/cacosh.3.html"
"cacoshf(3)","complex arc hyperbolic cosine","./man3/cacoshf.3.html"
"cacoshl(3)","complex arc hyperbolic cosine","./man3/cacoshl.3.html"
"cacosl(3)","complex arc cosine","./man3/cacosl.3.html"
"cal(1)","display a calendar","./man1/cal.1.html"
"callgrind_annotate(1)","post-processing tool for the Callgrind","./man1/callgrind_annotate.1.html"
"callgrind_control(1)","observe and control programs being run by Callgrind","./man1/callgrind_control.1.html"
"calloc(3)","allocate and free dynamic memory","./man3/calloc.3.html"
"callrpc(3)","library routines for remote procedure calls","./man3/callrpc.3.html"
"cancel(1)","cancel jobs","./man1/cancel.1.html"
"canonicalize_file_name(3)","return the canonicalized absolute pathname","./man3/canonicalize_file_name.3.html"
"capabilities(7)","overview of Linux capabilities","./man7/capabilities.7.html"
"cap_clear(3)","capability data object manipulation","./man3/cap_clear.3.html"
"cap_clear_flag(3)","capability data object manipulation","./man3/cap_clear_flag.3.html"
"cap_compare(3)","capability data object manipulation","./man3/cap_compare.3.html"
"cap_copy_ext(3)","capability state external representation translation","./man3/cap_copy_ext.3.html"
"cap_copy_int(3)","capability state external representation translation","./man3/cap_copy_int.3.html"
"cap_drop_bound(3)","capability manipulation on processes","./man3/cap_drop_bound.3.html"
"cap_dup(3)","capability data object storage management","./man3/cap_dup.3.html"
"cap_free(3)","capability data object storage management","./man3/cap_free.3.html"
"cap_from_name(3)","capability state textual representation translation","./man3/cap_from_name.3.html"
"cap_from_text(3)","capability state textual representation translation","./man3/cap_from_text.3.html"
"capget(2)","set/get capabilities of thread(s)","./man2/capget.2.html"
"cap_get_bound(3)","capability manipulation on processes","./man3/cap_get_bound.3.html"
"cap_get_fd(3)","capability manipulation on files","./man3/cap_get_fd.3.html"
"cap_get_file(3)","capability manipulation on files","./man3/cap_get_file.3.html"
"cap_get_flag(3)","capability data object manipulation","./man3/cap_get_flag.3.html"
"capgetp(3)","capability manipulation on processes","./man3/capgetp.3.html"
"cap_get_pid(3)","capability manipulation on processes","./man3/cap_get_pid.3.html"
"cap_get_proc(3)","capability manipulation on processes","./man3/cap_get_proc.3.html"
"cap_init(3)","capability data object storage management","./man3/cap_init.3.html"
"capset(2)","set/get capabilities of thread(s)","./man2/capset.2.html"
"cap_set_fd(3)","capability manipulation on files","./man3/cap_set_fd.3.html"
"cap_set_file(3)","capability manipulation on files","./man3/cap_set_file.3.html"
"cap_set_flag(3)","capability data object manipulation","./man3/cap_set_flag.3.html"
"capsetp(3)","capability manipulation on processes","./man3/capsetp.3.html"
"cap_set_proc(3)","capability manipulation on processes","./man3/cap_set_proc.3.html"
"capsh(1)","capability shell wrapper","./man1/capsh.1.html"
"cap_size(3)","capability state external representation translation","./man3/cap_size.3.html"
"cap_to_name(3)","capability state textual representation translation","./man3/cap_to_name.3.html"
"cap_to_text(3)","capability state textual representation translation","./man3/cap_to_text.3.html"
"carg(3)","calculate the complex argument","./man3/carg.3.html"
"cargf(3)","calculate the complex argument","./man3/cargf.3.html"
"cargl(3)","calculate the complex argument","./man3/cargl.3.html"
"casin(3)","complex arc sine","./man3/casin.3.html"
"casinf(3)","complex arc sine","./man3/casinf.3.html"
"casinh(3)","complex arc sine hyperbolic","./man3/casinh.3.html"
"casinhf(3)","complex arc sine hyperbolic","./man3/casinhf.3.html"
"casinhl(3)","complex arc sine hyperbolic","./man3/casinhl.3.html"
"casinl(3)","complex arc sine","./man3/casinl.3.html"
"cat(1)","concatenate files and print on the standard output","./man1/cat.1.html"
"catan(3)","complex arc tangents","./man3/catan.3.html"
"catanf(3)","complex arc tangents","./man3/catanf.3.html"
"catanh(3)","complex arc tangents hyperbolic","./man3/catanh.3.html"
"catanhf(3)","complex arc tangents hyperbolic","./man3/catanhf.3.html"
"catanhl(3)","complex arc tangents hyperbolic","./man3/catanhl.3.html"
"catanl(3)","complex arc tangents","./man3/catanl.3.html"
"catclose(3)","open/close a message catalog","./man3/catclose.3.html"
"catgets(3)","get message from a message catalog","./man3/catgets.3.html"
"catman(8)","create or update the pre-formatted manual pages","./man8/catman.8.html"
"catopen(3)","open/close a message catalog","./man3/catopen.3.html"
"cbc_crypt(3)","fast DES encryption","./man3/cbc_crypt.3.html"
"cbrt(3)","cube root function","./man3/cbrt.3.html"
"cbrtf(3)","cube root function","./man3/cbrtf.3.html"
"cbrtl(3)","cube root function","./man3/cbrtl.3.html"
"cciss(4)","HP Smart Array block driver","./man4/cciss.4.html"
"ccos(3)","complex cosine function","./man3/ccos.3.html"
"ccosf(3)","complex cosine function","./man3/ccosf.3.html"
"ccosh(3)","complex hyperbolic cosine","./man3/ccosh.3.html"
"ccoshf(3)","complex hyperbolic cosine","./man3/ccoshf.3.html"
"ccoshl(3)","complex hyperbolic cosine","./man3/ccoshl.3.html"
"ccosl(3)","complex cosine function","./man3/ccosl.3.html"
"ceil(3)","ceiling function: smallest integral value not less than argument","./man3/ceil.3.html"
"ceilf(3)","ceiling function: smallest integral value not less than argument","./man3/ceilf.3.html"
"ceill(3)","ceiling function: smallest integral value not less than argument","./man3/ceill.3.html"
"cerf(3)","complex error function","./man3/cerf.3.html"
"cerfc(3)","complex error function","./man3/cerfc.3.html"
"cerfcf(3)","complex error function","./man3/cerfcf.3.html"
"cerfcl(3)","complex error function","./man3/cerfcl.3.html"
"cerff(3)","complex error function","./man3/cerff.3.html"
"cerfl(3)","complex error function","./man3/cerfl.3.html"
"certtool(1)","GnuTLS certificate tool","./man1/certtool.1.html"
"cexp(3)","complex exponential function","./man3/cexp.3.html"
"cexp2(3)","base-2 exponent of a complex number","./man3/cexp2.3.html"
"cexp2f(3)","base-2 exponent of a complex number","./man3/cexp2f.3.html"
"cexp2l(3)","base-2 exponent of a complex number","./man3/cexp2l.3.html"
"cexpf(3)","complex exponential function","./man3/cexpf.3.html"
"cexpl(3)","complex exponential function","./man3/cexpl.3.html"
"cfdisk(8)","display or manipulate a disk partition table","./man8/cfdisk.8.html"
"cfgetispeed(3)","get and set terminal attributes, line control, get and set baud rate","./man3/cfgetispeed.3.html"
"cfgetospeed(3)","get and set terminal attributes, line control, get and set baud rate","./man3/cfgetospeed.3.html"
"cfmakeraw(3)","get and set terminal attributes, line control, get and set baud rate","./man3/cfmakeraw.3.html"
"cfree(3)","free allocated memory","./man3/cfree.3.html"
"cfsetispeed(3)","get and set terminal attributes, line control, get and set baud rate","./man3/cfsetispeed.3.html"
"cfsetospeed(3)","get and set terminal attributes, line control, get and set baud rate","./man3/cfsetospeed.3.html"
"cfsetspeed(3)","get and set terminal attributes, line control, get and set baud rate","./man3/cfsetspeed.3.html"
"cg_annotate(1)","post-processing tool for Cachegrind","./man1/cg_annotate.1.html"
"cgcc(1)","Compiler wrapper to run Sparse after compiling","./man1/cgcc.1.html"
"cg_diff(1)","compares two Cachegrind output files","./man1/cg_diff.1.html"
"cg_merge(1)","merges multiple Cachegrind output files into one","./man1/cg_merge.1.html"
"chacl(1)","change the access control list of a file or directory","./man1/chacl.1.html"
"chage(1)","change user password expiry information","./man1/chage.1.html"
"charmap(5)","character set description file","./man5/charmap.5.html"
"charsets(7)","character set standards and internationalization","./man7/charsets.7.html"
"chattr(1)","change file attributes on a Linux file system","./man1/chattr.1.html"
"chcon(1)","change file security context","./man1/chcon.1.html"
"chcpu(8)","configure CPUs","./man8/chcpu.8.html"
"chdir(2)","change working directory","./man2/chdir.2.html"
"checkPasswdAccess(3)","query the SELinux policy database in the kernel","./man3/checkPasswdAccess.3.html"
"chem(1)","groff preprocessor for producing chemical structure diagrams","./man1/chem.1.html"
"chfn(1)","change your finger information","./man1/chfn.1.html"
"chgpasswd(8)","update group passwords in batch mode","./man8/chgpasswd.8.html"
"chgrp(1)","change group ownership","./man1/chgrp.1.html"
"chkcon(8)","determine if a security context is valid for a given binary policy","./man8/chkcon.8.html"
"chkhelp(1)","check performance metrics help text files","./man1/chkhelp.1.html"
"chmod(1)","change file mode bits","./man1/chmod.1.html"
"chmod(2)","change permissions of a file","./man2/chmod.2.html"
"chown(1)","change file owner and group","./man1/chown.1.html"
"chown(2)","change ownership of a file","./man2/chown.2.html"
"chown32(2)","change ownership of a file","./man2/chown32.2.html"
"chpasswd(8)","update passwords in batch mode","./man8/chpasswd.8.html"
"chroot(1)","run command or interactive shell with special root directory","./man1/chroot.1.html"
"chroot(2)","change root directory","./man2/chroot.2.html"
"chrt(1)","manipulate the real-time attributes of a process","./man1/chrt.1.html"
"chsh(1)","change your login shell","./man1/chsh.1.html"
"chvt(1)","change foreground virtual terminal","./man1/chvt.1.html"
"cifsiostat(1)","Report CIFS statistics.","./man1/cifsiostat.1.html"
"cimag(3)","get imaginary part of a complex number","./man3/cimag.3.html"
"cimagf(3)","get imaginary part of a complex number","./man3/cimagf.3.html"
"cimagl(3)","get imaginary part of a complex number","./man3/cimagl.3.html"
"CIRCLEQ_ENTRY(3)","implementations of lists, tail queues, and circular queues","./man3/CIRCLEQ_ENTRY.3.html"
"CIRCLEQ_HEAD(3)","implementations of lists, tail queues, and circular queues","./man3/CIRCLEQ_HEAD.3.html"
"CIRCLEQ_INIT(3)","implementations of lists, tail queues, and circular queues","./man3/CIRCLEQ_INIT.3.html"
"CIRCLEQ_INSERT_AFTER(3)","implementations of lists, tail queues, and circular queues","./man3/CIRCLEQ_INSERT_AFTER.3.html"
"CIRCLEQ_INSERT_BEFORE(3)","implementations of lists, tail queues, and circular queues","./man3/CIRCLEQ_INSERT_BEFORE.3.html"
"CIRCLEQ_INSERT_HEAD(3)","implementations of lists, tail queues, and circular queues","./man3/CIRCLEQ_INSERT_HEAD.3.html"
"CIRCLEQ_INSERT_TAIL(3)","implementations of lists, tail queues, and circular queues","./man3/CIRCLEQ_INSERT_TAIL.3.html"
"CIRCLEQ_REMOVE(3)","implementations of lists, tail queues, and circular queues","./man3/CIRCLEQ_REMOVE.3.html"
"cksum(1)","checksum and count the bytes in a file","./man1/cksum.1.html"
"classes.conf(5)","class configuration file for cups","./man5/classes.conf.5.html"
"clear(1)","clear the terminal screen","./man1/clear.1.html"
"clearenv(3)","clear the environment","./man3/clearenv.3.html"
"clearerr(3)","check and reset stream status","./man3/clearerr.3.html"
"clearerr_unlocked(3)","nonlocking stdio functions","./man3/clearerr_unlocked.3.html"
"client.conf(5)","client configuration file for cups (deprecated)","./man5/client.conf.5.html"
"clnt_broadcast(3)","library routines for remote procedure calls","./man3/clnt_broadcast.3.html"
"clnt_call(3)","library routines for remote procedure calls","./man3/clnt_call.3.html"
"clnt_control(3)","library routines for remote procedure calls","./man3/clnt_control.3.html"
"clnt_create(3)","library routines for remote procedure calls","./man3/clnt_create.3.html"
"clnt_destroy(3)","library routines for remote procedure calls","./man3/clnt_destroy.3.html"
"clnt_freeres(3)","library routines for remote procedure calls","./man3/clnt_freeres.3.html"
"clnt_geterr(3)","library routines for remote procedure calls","./man3/clnt_geterr.3.html"
"clnt_pcreateerror(3)","library routines for remote procedure calls","./man3/clnt_pcreateerror.3.html"
"clnt_perrno(3)","library routines for remote procedure calls","./man3/clnt_perrno.3.html"
"clnt_perror(3)","library routines for remote procedure calls","./man3/clnt_perror.3.html"
"clntraw_create(3)","library routines for remote procedure calls","./man3/clntraw_create.3.html"
